gokv_task_id;gokv_tasktype;gokv_ordered_date;mitglied_kvnr;mitglied_name;mitglied_vorname;mitglied_titel;mitglied_vswort;mitglied_zswort;mitglied_gebdat
A89FB0B219CC11E790ED95E06D4DDE78;eka;21.07.2017;X100639475;TESTER;THEO;;;;09.01.1956
5AE86BE06AD111E7A4238D5C03FAB044;famv_bestand;17.07.2017;T780879237;Cleber;Claus;;;;01.01.1990
624A87106AD111E7A4238D5C03FAB044;famv_bestand;17.07.2017;T780879237;Cleber;Claus;;;;01.01.1990
729422F06AE711E7A4238D5C03FAB044;famv_bestand;17.07.2017;T780879237;Cleber;Claus;;;;01.01.1990
E69A53806AE811E7A4238D5C03FAB044;famv_bestand;17.07.2017;T780879237;Cleber;Claus;;;;01.01.1990
BA37E9006AE911E7A4238D5C03FAB044;famv_bestand;17.07.2017;T780879237;Cleber;Claus;;;;01.01.1990
653B4A206AEC11E78FE20FC6954FA9BC;famv_bestand;17.07.2017;T780879237;Cleber;Claus;;;;01.01.1990
DDA12B506AED11E78FE20FC6954FA9BC;famv_bestand;17.07.2017;T780879237;Cleber;Claus;;;;01.01.1990
AA9754006AF711E78FE20FC6954FA9BC;famv_bestand;17.07.2017;T780879237;Cleber;Claus;;;;01.01.1990
E57BF8B06B8C11E7A2472490FA270194;famv_bestand;18.07.2017;T780879237;Cleber;Claus;;;;01.01.1990
91BD5F706B8C11E78FE20FC6954FA9BC;famv_bestand;18.07.2017;T780879237;Cleber;Claus;;;;01.01.1990
669FED806B8C11E78FE20FC6954FA9BC;famv_bestand;18.07.2017;T780879237;Cleber;Claus;;;;01.01.1990
511E67706B8C11E78FE20FC6954FA9BC;famv_bestand;18.07.2017;T780879237;Cleber;Claus;;;;01.01.1990
26371FF06AF811E78FE20FC6954FA9BC;famv_bestand;18.07.2017;T780879237;Cleber;Claus;;;;01.01.1990
BE45EC606B8711E78FE20FC6954FA9BC;famv_bestand;18.07.2017;T780879237;Cleber;Claus;;;;01.01.1990
91BD5F706B8C11E78FE20FC6954FA9BC;famv_bestand;18.07.2017;T780879237;Cleber;Claus;;;;01.01.1990
401159E06B8911E78FE20FC6954FA9BC;famv_bestand;18.07.2017;T780879237;Cleber;Claus;;;;01.01.1990
93A7E2A06B9211E7A2472490FA270194;famv_bestand;18.07.2017;T780879237;Cleber;Claus;;;;01.01.1990
AAD269806BAD11E7B18AF7B315021328;famv_bestand;18.07.2017;T780879237;Cleber;Claus;;;;01.01.1990
